name,release_year,certificate,runtime,genre,director,gross,actors,production_house
Thirteen Days,2000,PG-13,145,_Thriller,Roger Donaldson,NA,_Bruce Greenwood_Kevin Costner,New Line Cinema
Mad Max,1980,TV-MA,88,_Thriller,George Miller,NA,Mel Gibson,American International Pictures (AIP)
Interiors,1978,PG,93,_Drama,Woody Allen,NA,_Diane Keaton_Geraldine Page,United Artists
Queen of the Sun: What Are the Bees Telling Us?,2011,NotRated,83,_Documentary,Taggart Siegel,NA,None,A Collective Eye Production
Robot and Frank,2012,PG-13,89,_Crime,Jake Schreier,NA,_Frank Langella_Liv Tyler_Peter Sarsgaard_Susan Sarandon,Stage 6 Films
At Close Range,1986,R,111,_Crime,James Foley,NA,_Chris Penn_Christopher Walken_David Strathairn_Eileen Ryan_J.C. Quinn_Mary Stuart Masterson_Millie Perkins_R.D. Call_Sean Penn_Tracey Walter,Orion Pictures
Future Weather,2013,NotRated,None,_Drama,Jenny Deller,NA,None,Virgil Films & Entertainment
Children of Invention,2010,None,86,_Drama,Tze Chun,NA,None,None
In Bruges,2008,R,107,_Crime,Martin McDonagh,NA,_Brendan Gleeson_Colin Farrell,Focus Features
Ned Rifle,2015,NotRated,85,_Drama,Hal Hartley,NA,None,
"Synecdoche, New York",2008,R,124,_Comedy,Charlie Kaufman,NA,_Michelle Williams_Philip Seymour Hoffman_Samantha Morton,Sony Pictures Classics
Running on Empty,1988,PG-13,116,_Music,Sidney Lumet,NA,_Augusta Dabney_Christine Lahti_David Margulies_Ed Crowley_Jonas Abry_Judd Hirsch_L.M. Kit Carson_Martha Plimpton_River Phoenix_Steven Hill,Warner Bros.
The Vessel,2016,PG-13,86,_Drama,Julio Quintana,NA,None,Outsider Pictures
Been Rich All My Life,2006,None,81,_Documentary,Heather MacDonald,NA,None,First Run Features
Nocturnal Animals,2016,R,116,_Thriller,Tom Ford,NA,_Aaron Taylor-Johnson_Amy Adams_Isla Fisher_Jake Gyllenhaal_Michael Shannon,Focus Features
Russian Dolls,2006,NotRated,125,_Romance,Cédric Klapisch,NA,_Audrey Tautou_Cécile De France_Kelly Reilly_Romain Duris,IFC Films
Bolt,2008,PG,96,_Family,_Byron Howard_Chris Williams,NA,_John Travolta_Miley Cyrus_Susie Essman,Walt Disney Studios Motion Pictures
In Search of Mozart,2007,None,129,_Documentary,Phil Grabsky,NA,None,Seventh Art Productions
The Well Digger's Daughter,2012,NotRated,107,_Romance,Daniel Auteuil,NA,_Astrid Berges-Frisbey_Daniel Auteuil_Jean-Pierre Darroussin_Nicolas Duvauchelle_Sabine Azéma,Kino Lorber Films
Lethal Weapon,1987,R,110,_Crime,Richard Donner,NA,_Danny Glover_Mel Gibson,Warner Bros. Pictures
Elevate,2011,PG,81,_Documentary,Anne Buford,NA,None,Variance Films
Bananas,1971,GP,82,_Comedy,Woody Allen,NA,_Louise Lasser_Woody Allen,United Artists
T2 Trainspotting,2017,R,117,_Comedy,Danny Boyle,NA,_Ewan McGregor_Ewen Bremner_Jonny Lee Miller_Robert Carlyle,TriStar Pictures
This Is the End,2013,R,107,_Comedy,_Evan Goldberg_Seth Rogen,NA,_Craig Robinson_Danny McBride_Emma Watson_James Franco_Jay Baruchel_Jonah Hill_Michael Cera_Mindy Kaling_Paul Rudd_Seth Rogen,Columbia Pictures
Sound of My Voice,2012,NotRated,85,_Thriller,Zal Batmanglij,NA,_Brit Marling_Christopher Denham_Nicole Vicius,Fox Searchlight Pictures
The Door in the Floor,2004,R,111,_Comedy,Tod Williams,NA,_Jeff Bridges_Jon Foster_Kim Basinger,Focus Features
It Came from Kuchar,2010,None,86,_Documentary,Jennifer M. Kroot,NA,None,None
Steel City,2007,R,95,_Drama,Brian Jun,NA,None,Truly Indie
Fatal Attraction,1987,R,119,_Thriller,Adrian Lyne,NA,_Anne Archer_Glenn Close_Michael Douglas,Paramount Pictures
Hellaware,2014,NotRated,73,_Comedy,Michael M. Bilandic,NA,None,Factory 25
Mondovino,2005,PG-13,135,_Documentary,Jonathan Nossiter,NA,None,thinkfilm
Fahrenheit 9/11,2004,R,122,_Documentary,Michael Moore,NA,George W. Bush,Lions Gate Films
Fellini: I'm a Born Liar,2003,R,105,_Documentary,Damian Pettigrew,NA,None,First Look International
25th Hour,2002,R,135,_Crime,Spike Lee,NA,_Barry Pepper_Edward Norton_Philip Seymour Hoffman,Buena Vista Pictures
Berlin Babylon,2001,None,None,_Documentary,Hubertus Siegert,NA,None,Media Luna Entertainment
Stir of Echoes,1999,R,99,_Horror,David Koepp,NA,Kevin Bacon,Artisan Entertainment
Summer of Sam,1999,NC-17,142,_Crime,Spike Lee,NA,_Adrien Brody_John Leguizamo_Mira Sorvino,Buena Vista Pictures
An Ideal Husband,1999,PG-13,97,_Romance,Oliver Parker,NA,_Julianne Moore_Rupert Everett,Miramax Films
Die Hard 2,1990,R,124,_Crime,Renny Harlin,NA,_Bruce Willis_William Atherton,Twentieth Century Fox Film Corporation
Blaze,1989,R,120,_Drama,Ron Shelton,NA,_Brandon Smith_Gailard Sartain_Garland Bunting_Jay Chevalier_Jeffrey DeMunn_Jerry Hardin_Lolita Davidovich_Paul Newman_Richard Jenkins_Robert Wuhl,Buena Vista Pictures
The Wall,2013,NotRated,108,_Fantasy,Julian P,NA,None,Music Box Films
Magician: The Astonishing Life and Work of Orson Welles,2014,PG-13,None,_Documentary,Chuck Workman,NA,None,Cohen Media Group
Kite,2012,NotRated,None,_Drama,Prashant Bhargava,NA,None,Khushi Films
RoboCop,1987,R,102,_Crime,Paul Verhoeven,NA,_Nancy Allen_Peter Weller,Orion Pictures Corporation
Parched,2016,NotRated,116,_Drama,Leena Yadav,NA,None,Wolfe Releasing
Alive Inside,2014,NotRated,78,_News,Michael Rossato-Bennett,NA,None,Ximotion Media
The Iran Job,2012,NotRated,90,_Documentary,Till Schauder,NA,None,Paladin
Ip Man 2,2011,R,108,_History,Wilson Yip,NA,None,Well Go
The Take,2008,R,96,_Crime,Brad Furman,NA,None,Destination Films
Canvas,2007,PG-13,101,_Drama,Joseph Greco,NA,None,Screen Media Films
The Stanford Prison Experiment,2015,R,122,_Thriller,Kyle Patrick Alvarez,NA,_Billy Crudup_Ezra Miller_Michael Angarano_Olivia Thirlby_Tye Sheridan,IFC Films
Escape Fire: The Fight to Rescue American Healthcare,2012,PG--13,95,_News,_Matthew Heineman_Susan Frömke,NA,None,Roadside Attractions
The Armstrong Lie,2013,R,124,_Documentary,Alex Gibney,NA,Lance Armstrong,Sony Pictures Classics
The Ambassador,2012,NotRated,None,_Documentary,Mads Brügger,NA,None,Drafthouse Films
Meadowland,2015,R,105,_Drama,Reed Morano,NA,None,Cinedigm
Melancholian 3 huonetta,2005,None,106,_Documentary,Pirjo Honkasalo,NA,None,None
The Family Fang,2016,R,105,_Comedy,Jason Bateman,NA,_Christopher Walken_Jason Bateman_Kathryn Hahn_Maryann Plunkett_Nicole Kidman,Starz Digital Media
Rosenwald,2015,NotRated,100,_Documentary,Aviva Kempner,NA,None,Ciesla Foundation
My Bodyguard,1980,PG,96,_Family,Tony Bill,NA,_Adam Baldwin_Chris Makepeace_Dean R. Miller_Denise Baske_Hank Salas_Joan Cusack_Matt Dillon_Paul Quandt_Richard Bradley_Tim Reyna,Twentieth Century Fox Film Corporation
Willy Wonka & the Chocolate Factory,1971,G,100,_Musical,Mel Stuart,NA,_Denise Nickerson_Gene Wilder_Jack Albertson_Julie Dawn Cole_Leonard Stone_Nora Denney_Paris Themmen_Peter Ostrum_Roy Kinnear_Ursula Reit,Paramount Pictures
2 Days in Paris,2007,R,96,_Romance,Julie Delpy,NA,_Adam Goldberg_Julie Delpy,Samuel Goldwyn Films
Walking and Talking,1996,R,86,_Romance,Nicole Holofcener,NA,_Anne Heche_Catherine Keener,Miramax Home Entertainment
Last Days,2005,R,97,_Music,Gus Van Sant,NA,_Asia Argento_Lukas Haas_Michael Pitt,Fine Line Features
Finding Neverland,2004,PG,106,_Family,Marc Forster,NA,_Johnny Depp_Julie Christie_Kate Winslet,Miramax Films
Young Adam,2004,NC-17,98,_Crime,David Mackenzie,NA,_Emily Mortimer_Ewan McGregor_Peter Mullan_Tilda Swinton,Sony Pictures Classics
A Decade Under the Influence,2003,TV-MA,138,_Documentary,_Richard LaGravenese_Ted Demme,NA,Francis Ford Coppola,IFC Films
Better Luck Tomorrow,2003,R,101,_Crime,Justin Lin,NA,_Jason Tobin_Parry Shen_Sung Kang,MTV Films
Cremaster 3,2002,Unrated,182,_Drama,Matthew Barney,NA,None,Glacier Field LLC
The Business of Strangers,2001,R,84,_Thriller,Patrick Stettner,NA,_Julia Stiles_Stockard Channing,IFC Films
Life and Debt,2001,None,80,_Documentary,Stephanie Black,NA,None,New Yorker Films
Ghost Dog: The Way of the Samurai,2000,R,116,_Crime,Jim Jarmusch,NA,_Forest Whitaker_Henry Silva,Artisan Entertainment
Les Cowboys,2016,NotRated,104,_Drama,Thomas Bidegain,NA,_Agathe Dronne_Ellora Torchia_Finnegan Oldfield_François Damiens,Cohen Media Group
Haywire,2012,PG,93,_Thriller,Steven Soderbergh,NA,_Ewan McGregor_Gina Carano_Michael Fassbender,Overture Films
Tales of the Rat Fink,2006,None,78,_Documentary,Ron Mann,NA,None,Abramorama
Redoubtable,,NotRated,107,_Romance,Michel Hazanavicius,NA,None,
XXY,2008,Unrated,86,_Drama,Lucía Puenzo,NA,None,Film Movement
The New Radical,2017,NR,117,_Documentary,Adam Bhala Lough,NA,_Amir Taaki_Cody Wilson_Julian Assange,The Orchard
As You Are,2017,NotRated,110,_Mystery,Miles Joris-Peyrafitte,NA,_Amandla Stenberg_Charlie Heaton_John Scurti_Owen Campbell_Scott Cohen,
Kink,2014,NotRated,80,_Documentary,Christina Voros,NA,None,MPI Media Group
Meduzot,2008,Unrated,78,_Drama,_Etgar Keret_Shira Geffen,NA,None,Zeitgeist Films
A Late Quartet,2012,R,105,_Drama,Yaron Zilberman,NA,_Catherine Keener_Christopher Walken_Mark Ivanir_Philip Seymour Hoffman,20th Century Fox Home Entertainment
"Good Morning, Vietnam",1988,R,121,_War,Barry Levinson,NA,_Bruno Kirby_Chintara Sukapatana_Forest Whitaker_J.T. Walsh_Juney Smith_Noble Willingham_Richard Edson_Robert Wuhl_Robin Williams_Tung Thanh Tran,Buena Vista Pictures
Mrs Palfrey at The Claremont,2005,None,108,_Comedy,Dan Ireland,NA,None,Cineville
Korengal,2014,R,84,_News,Sebastian Junger,NA,None,Saboteur Media
Shallow Grave,1995,R,92,_Crime,Danny Boyle,NA,_Christopher Eccleston_Ewan McGregor_Kerry Fox,Gramercy Pictures (I)
Better Watch Out,2017,R,89,_Comedy,Chris Peckover,NA,_Aleks Mikic_Alexandra Matusko_Beau Andre_Brendan Clearkin_Dacre Montgomery_Ed Oxenbould_Georgia Holland_Levi Miller_Michi Fifer_Olivia DeJonge_Patrick Warburton_Tara Jade Borg_Tricia Mary Hennessy_Virginia Madsen,Well Go USA Entertainment
Kung Fu Panda 2,2011,PG,90,_Family,Jennifer Yuh,NA,_Angelina Jolie_Jack Black_Jackie Chan,Paramount Pictures
Lynch,2007,NotRated,84,_Documentary,None,NA,None,Absurda
The Ninth Day,2005,None,98,_War,Volker Schlöndorff,NA,None,Kino International
The Flower of Evil,2003,R,104,_Thriller,Claude Chabrol,NA,_Benoît Magimel_Mélanie Doutey_Nathalie Baye_Suzanne Flon,Palm Pictures
Open Range,2003,R,139,_Western,Kevin Costner,NA,_Abraham Benrubi_Diego Luna_Kevin Costner_Robert Duvall,Buena Vista Pictures
An Affair of Love,2000,R,80,_Romance,Frédéric Fonteyne,NA,None,Fine Line Features
Enemy of the State,1998,R,132,_Thriller,Tony Scott,NA,_Gene Hackman_Will Smith,Buena Vista Pictures
Ronin,1998,R,122,_Crime,John Frankenheimer,NA,_Jean Reno_Natascha McElhone_Robert De Niro,Metro-Goldwyn-Mayer (MGM)
Private Parts,1997,R,109,_Comedy,Betty Thomas,NA,_Howard Stern_Mary McCormack,Paramount Pictures
The Day After,,NotRated,92,None,Sang-soo Hong,NA,None,
The Ides of March,2011,R,101,_Drama,George Clooney,NA,None,Columbia Pictures
A Guide to Recognizing Your Saints,2006,R,100,_Crime,Dito Montiel,NA,_Robert Downey Jr._Shia LaBeouf,First Look International
Poison,1991,NC-17,85,_Horror,Todd Haynes,NA,Edith Meeks,Zeitgeist Films
Watermarks,2005,Unrated,80,_Documentary,Yaron Zilberman,NA,None,Kino International
Flow: For Love of Water,2008,None,93,_Documentary,Irena Salina,NA,None,Oscilloscope Pictures
The Perks of Being a Wallflower,2012,PG-13,102,_Romance,Stephen Chbosky,NA,_Emma Watson_Ezra Miller_Logan Lerman_Paul Rudd,Summit Entertainment
The History of Future Folk,2013,NotRated,86,_Music,_Jeremy Kipp Walker_John Mitchell,NA,_April L. Hernandez_Dee Snider_Jay Klaitz_Julie Ann Emery_Nils d'Aulaire_Onata Aprile,Variance Films
Tom at the Farm,2015,NotRated,102,_Thriller,Xavier Dolan,NA,None,Amplify
The Circle,2014,NotRated,102,_Documentary,Stefan Haupt,NA,None,Wolfe Releasing
The Last Starfighter,1984,PG,101,_Sci-Fi,Nick Castle,NA,_Barbara Bosson_Catherine Mary Stewart_Chris Hebert_Dan Mason_Dan O'Herlihy_John O'Leary_Kay E. Kuter_Lance Guest_Norman Snow_Robert Preston,Universal Pictures
Southwest of Salem: The Story of the San Antonio Four,2016,NotRated,91,_Documentary,Deborah Esquenazi,NA,None,
London River,2011,NotRated,87,_Mystery,Rachid Bouchareb,NA,None,Cinema Libre Studio
"Jesus, You Know",2004,None,87,_Documentary,Ulrich Seidl,NA,None,Leisure Time Features
The Disappearance of Eleanor Rigby: Her,2014,R,100,_Drama,Ned Benson,NA,None,The Weinstein Company
Buena Vista Social Club: Adios,2017,PG,110,_Documentary,Lucy Walker,NA,_Guajirito Mirabal_Ibrahim Ferrer_Manuel 'Guajiro' Mirabal_Omara Portuondo,Broad Green Pictures
A Master Builder,2014,NotRated,130,_Drama,Jonathan Demme,NA,None,Abramorama
Garbo: The Spy,2011,NotRated,88,_Documentary,Edmon Roch,NA,None,First Run Features
Music from the Inside Out,2005,None,89,_Documentary,Daniel Anker,NA,None,Emerging Pictures
The Sapphires,2013,PG-13,103,_Musical,Wayne Blair,NA,_Chris O'Dowd_Deborah Mailman_Jessica Mauboy_Miranda Tapsell_Shari Sebbens,"Weinstein Company, The"
Garden State,2004,TV-MA,102,_Romance,Zach Braff,NA,_Peter Sarsgaard_Zach Braff,Fox Searchlight Pictures
Ivansxtc,2002,None,93,_Drama,Bernard Rose,NA,None,Artistic License
The Green Prince,2014,NotRated,101,_Documentary,Nadav Schirman,NA,Mosab Hassan Yousef,Music Box Films
The Myth of the American Sleepover,2011,NotRated,93,_Comedy,David Robert Mitchell,NA,None,IFC Films
Saint of 9/11,2006,None,90,_Documentary,Glenn Holsten,NA,None,IFC Films
The Year My Parents Went on Vacation,2008,PG,110,_Drama,Cao Hamburger,NA,_Daniela Piepszyk_Germano Haiut_Michel Joelsas,City Lights Pictures
Dark River,,NotRated,89,_Thriller,Clio Barnard,NA,_Aiden McCullough_Dean Andrews_Esme Creed-Miles_Jonah Russell_Mark Stanley_Ruth Wilson_Sean Bean_Shane Attwooll_Steve Garti_Una McNulty,
Crystal Fairy & The Magical Cactus,2013,NotRated,98,_Comedy,Sebastián Silva,NA,_Agustín Silva_Gaby Hoffmann_Jos_Juan Andr_Michael Cera,IFC Films
While You Were Sleeping,1995,PG,103,_Romance,Jon Turteltaub,NA,_Bill Pullman_Peter Gallagher_Sandra Bullock,Buena Vista Pictures
Visual Acoustics,2009,Unrated,83,_Documentary,Eric Bricker,NA,None,Arthouse Films
Alice's House,2008,Unrated,92,_Drama,Chico Teixeira,NA,None,FiGa Films
Schultze Gets the Blues,2005,PG,114,_Music,Michael Schorr,NA,_Harald Warmbrunn_Horst Krause_Karl-Fred Müller,Paramount Classics
Girl Asleep,2016,NotRated,77,_Family,Rosemary Myers,NA,None,Oscilloscope
1984,1985,R,113,_Drama,Michael Radford,NA,_Andrew Wilde_Anthony Benson_Cyril Cusack_David Cann_David Trevena_Gregor Fisher_James Walker_John Hurt_Richard Burton_Suzanna Hamilton,Atlantic Releasing Corporation
Furious 7,2015,PG-13,137,_Crime,James Wan,NA,_Dwayne Johnson_Jason Statham_Paul Walker_Tyrese Gibson_Vin Diesel,Universal Pictures
Aquí y Allá (Here and There),2012,NotRated,110,_Drama,Antonio Méndez Esparza,NA,None,Torch Films
The Rose,1979,R,125,_Music,Mark Rydell,NA,_Alan Bates_Bette Midler,Twentieth Century Fox Film Corporation
The Green Wave,2012,NotRated,None,_Documentary,Ali Samadi Ahadi,NA,None,Red Flag Releasing (RFR)
Brothers of the Head,2006,NotRated,93,_Music,_Keith Fulton_Louis Pepe,NA,_Harry Treadaway_Luke Treadaway,IFC Films
Patti Cake$,2017,R,109,_Music,Geremy Jasper,NA,_Bridget Everett_Cathy Moriarty_Danielle Macdonald_Dylan Blue_Mackenzie Grace Castle_Mamoudou Athie_McCaul Lombardi_Patrick Brana_Siddharth Dhananjay_Warren Bub,Fox Searchlight Pictures
Death at a Funeral,2007,R,87,_Comedy,Frank Oz,NA,_Ewen Bremner_Matthew MacFadyen_Peter Dinklage,Metro-Goldwyn-Mayer (MGM)
Moscow on the Hudson,1984,R,115,_Romance,Paul Mazursky,NA,_Maria Conchita Alonso_Robin Williams,Columbia Pictures
Ma,2017,NotRated,80,_Drama,Celia Rowlson-Hall,NA,None,Factory 25
Misunderstood,2015,NotRated,103,_Drama,Asia Argento,NA,None,IFC Films
Yiddish Theater: A Love Story,2007,None,90,_Documentary,Dan Katzir,NA,None,None
The American President,1995,PG-13,114,_Romance,Rob Reiner,NA,_Annette Bening_Martin Sheen_Michael Douglas_Michael J. Fox,Columbia Pictures
Fast Times at Ridgemont High,1982,X,90,_Music,Amy Heckerling,NA,Sean Penn,Universal Pictures
Guardians of the Galaxy Vol. 2,2017,PG-13,136,_Comedy,James Gunn,NA,_Bradley Cooper_Chris Pratt_Dave Bautista_Karen Gillan_Michael Rooker_Pom Klementieff_Sylvester Stallone_Vin Diesel_Zoe Saldana,Walt Disney Studios Motion Pictures
"Farewell, My Queen",2012,R,100,_History,Benoît Jacquot,NA,None,Cohen Media Group
The Connection,2015,NotRated,135,_Crime,Cédric Jimenez,NA,None,Drafthouse Films
Pianomania,2011,NotRated,93,_Documentary,_Lilian Franck_Robert Cibis,NA,None,First Run Features
Carol Channing: Larger Than Life,2012,PG,87,_Documentary,Dori Berinstein,NA,None,Entertainment One
Somewhere Between,2012,NotRated,88,_Documentary,Linda Goldstein Knowlton,NA,None,Ladylike Films
Rosewater,2014,NotRated,103,_Drama,Jon Stewart,NA,_Dimitri Leonidas_Gael García Bernal_Haluk Bilginer_Kim Bodnia_Shohreh Aghdashloo,Open Road Films (II)
Stranger Than Fiction,2006,PG-13,113,_Romance,Marc Forster,NA,_Maggie Gyllenhaal_Will Ferrell,Columbia Pictures
Cairo Time,2010,PG,90,_Romance,Ruba Nadda,NA,None,IFC Films
Arachnophobia,1990,PG-13,103,_Comedy,Frank Marshall,NA,_Brian McNamara_Harley Jane Kozak_Henry Jones_James Handy_Jeff Daniels_John Goodman_Julian Sands_Mark L. Taylor_Peter Jason_Stuart Pankin,Buena Vista Pictures
Damsels in Distress,2012,PG-13,99,_Romance,Whit Stillman,NA,_Adam Brody_Analeigh Tipton_Carrie MacLemore_Greta Gerwig_Megalyn Echikunwoke,Sony Pictures Classics
Selena,1997,PG,127,_Music,Gregory Nava,NA,_Edward James Olmos_Jennifer Lopez_Jon Seda,Warner Bros. Pictures
A Wolf at the Door,2015,NotRated,100,_Crime,Fernando Coimbra,NA,None,Outsider Pictures
Nowhere Boy,2010,R,98,_Music,Sam Taylor-Wood,NA,_Aaron Johnson_Anne-Marie Duff_Kristin Scott Thomas,"Weinstein Company, The"
Zathura: A Space Adventure,2005,PG,113,_Family,Jon Favreau,NA,_Dax Shepard_Jonah Bobo_Josh Hutcherson_Kristen Stewart_Tim Robbins,Columbia Pictures
The Darjeeling Limited,2007,R,91,_Comedy,Wes Anderson,NA,_Adrien Brody_Jason Schwartzman_Owen Wilson,Fox Searchlight Pictures
The Peanuts Movie,2015,G,88,_Family,Steve Martino,NA,_Bill Melendez_Francesca Capaldi_Hadley Belle Miller_Noah Schnapp,Twentieth Century Fox Film Corporation
Shin Godzilla (Godzilla Resurgence),2016,NotRated,120,_Horror,_Hideaki Anno_Shinji Higuchi,NA,None,Funimation Films
A League of Their Own,1992,PG,128,_Comedy,Penny Marshall,NA,_Geena Davis_Lori Petty_Tom Hanks,Columbia Pictures
Barney's Version,2011,None,132,_Drama,Richard J. Lewis,NA,None,Sony Pictures Classics
The Creeping Garden,2015,NotRated,81,_Documentary,_Jasper Sharp_Tim Grabham,NA,None,108 Media
The Swenkas,2005,None,72,_Documentary,Jeppe Rønde,NA,None,Seventh Art Releasing
Over the Hedge,2006,PG,83,_Family,_Karey Kirkpatrick_Tim Johnson,NA,_Bruce Willis_Garry Shandling,Paramount Pictures
The Prisoner or: How I Planned to Kill Tony Blair,2007,PG-13,72,_Documentary,_Michael Tucker_Petra Epperlein,NA,None,Truly Indie
The Girl with All the Gifts,2017,R,111,_Horror,Colm McCarthy,NA,None,Saban Films
Hiding and Seeking: Faith and Tolerance After the Holocaust,2004,Unrated,None,_Documentary,_Menachem Daum_Oren Rudavsky,NA,None,First Run Features
Cinemania,2003,NotRated,83,_Documentary,_Angela Christlieb_Stephen Kijak,NA,None,Wellspring Media
Confessions of a Dangerous Mind,2002,R,113,_Crime,George Clooney,NA,_Drew Barrymore_Sam Rockwell,Miramax Films
Me Without You,2002,R,107,_Drama,Sandra Goldbacher,NA,_Anna Friel_Michelle Williams,Fireworks Pictures
Too Much Sleep,2001,None,None,_Comedy,David Maquiling,NA,_Marc Palmieri_Pasquale Gaeta,Anthology Film Archives
Maps to the Stars,2015,R,111,_Comedy,David Cronenberg,NA,_John Cusack_Julianne Moore_Mia Wasikowska_Robert Pattinson,Focus World
Hipsters,2012,NotRated,125,_Musical,Valeriy Todorovskiy,NA,None,Leisure Time Features
Suffragette,2015,PG-13,106,_History,Sarah Gavron,NA,_Anne-Marie Duff_Ben Whishaw_Carey Mulligan_Helena Bonham Carter,Focus Features
As Good as It Gets,1997,R,139,_Romance,James L. Brooks,NA,_Greg Kinnear_Helen Hunt_Jack Nicholson,Sony Pictures Entertainment (SPE)
The Goebbles Experiment,2005,None,108,_Documentary,Lutz Hachmeister,NA,None,First Run Features
Score: A Film Music Documentary,2017,TV-PG,93,_Documentary,Matt Schrader,NA,_Alexandre Desplat_Danny Elfman_Hans Zimmer_Howard Shore_James Cameron_John Williams_Junkie XL_Quincy Jones_Randy Newman_Trent Reznor,Gravitas Ventures
Rudo y Cursi,2009,R,103,_Comedy,Carlos Cuarón,NA,_Diego Luna_Gael García Bernal,Sony Pictures Classics
Trust,1991,R,107,_Comedy,Hal Hartley,NA,_Adrienne Shelly_Martin Donovan,Fine Line Features
Star Trek IV: The Voyage Home,1986,PG,119,_Comedy,Leonard Nimoy,NA,_DeForest Kelley_Leonard Nimoy_William Shatner,Paramount Pictures
Outrage,2011,R,109,_Crime,Takeshi Kitano,NA,None,Magnolia Films
The Final Year,2018,NotRated,89,_Documentary,Greg Barker,NA,_Barack Obama_Ben Rhodes_John Kerry_Samantha Power,Magnolia Pictures
Price Check,2012,NotRated,92,_Comedy,None,NA,None,IFC Films
Wild Canaries,2015,NotRated,96,_Romance,Lawrence Michael Levine,NA,None,Sundance Selects
Seasons,2016,PG,97,_Documentary,_Jacques Cluzaud_Jacques Perrin,NA,None,Music Box Films
This Is It,2009,PG,111,_Documentary,Kenny Ortega,NA,Michael Jackson,Columbia Pictures
When Evening Falls on Bucharest or Metabolism,2015,NotRated,89,_Drama,Corneliu Porumboiu,NA,None,Cinema Guild
The Way We Get By,2009,Unrated,None,_Documentary,Aron Gaudet,NA,None,International Film Circuit
Be with Me,2006,None,93,_Romance,Eric Khoo,NA,None,Film Movement
